,secs,nsecs,translation_x,translation_y,translation_z,rotation_x,rotation_y,rotation_z,rotation_w
1,1653380374.0,557794500.0,0.42288100719451904,-0.5245260000228882,1.396652102470398,0.0016255896771326661,0.13476426899433136,0.057491809129714966,0.9892070889472961
3,1653380374.0,575794400.0,0.422687828540802,-0.5239304900169373,1.3967069387435913,0.0010021169437095523,0.1346183866262436,0.05778232961893082,0.989210844039917
4,1653380374.0,591529700.0,0.42204999923706055,-0.5236331224441528,1.3970646858215332,0.0002905846922658384,0.13469475507736206,0.05817820131778717,0.9891777038574219
7,1653380374.0,606638600.0,0.4217437505722046,-0.5231000781059265,1.3971936702728271,-0.00043587511754594743,0.13464567065238953,0.058482736349105835,0.9891664385795593
9,1653380374.0,623840300.0,0.42143359780311584,-0.5225695967674255,1.3973246812820435,-0.0011673984117805958,0.13459619879722595,0.05878935381770134,0.9891543984413147
11,1653380374.0,641868500.0,0.4211219847202301,-0.5220441222190857,1.3974562883377075,-0.0018989121308550239,0.1345466524362564,0.05909593030810356,0.9891417026519775
12,1653380374.0,658240300.0,0.4204797148704529,-0.5214954614639282,1.397247552871704,-0.001174815115518868,0.1359802782535553,0.059155840426683426,0.9889431595802307
15,1653380374.0,673815300.0,0.41996726393699646,-0.5208821296691895,1.397552251815796,-0.001052227453328669,0.13741862773895264,0.05921275541186333,0.9887410402297974
17,1653380374.0,692158900.0,0.4202369451522827,-0.5205252766609192,1.3969765901565552,-0.0006357964011840522,0.13849876821041107,0.058666057884693146,0.988623321056366
19,1653380374.0,708241200.0,0.42027387022972107,-0.5199621915817261,1.396674633026123,-0.0006613591685891151,0.13817420601844788,0.058189310133457184,0.9886968731880188
21,1653380374.0,724095300.0,0.4199017584323883,-0.5196257829666138,1.3967764377593994,-0.0006958154262974858,0.13747166097164154,0.05752930790185928,0.9888333678245544
23,1653380374.0,742366100.0,0.41909661889076233,-0.5191699266433716,1.3972575664520264,-0.0006589343538507819,0.13734205067157745,0.0568009652197361,0.9888935089111328
24,1653380374.0,758364400.0,0.4184473156929016,-0.5187573432922363,1.3976577520370483,-0.0006151488632895052,0.13830196857452393,0.05612383410334587,0.9887984395027161
27,1653380374.0,775517000.0,0.41821691393852234,-0.5183878540992737,1.3976362943649292,-0.0006392786162905395,0.13951519131660461,0.0558202899992466,0.9886451363563538
29,1653380374.0,792026400.0,0.4180319309234619,-0.5174832344055176,1.397542119026184,0.0004182996926829219,0.13992829620838165,0.05503321439027786,0.988631010055542
30,1653380374.0,807536700.0,0.41818878054618835,-0.5169467926025391,1.3976179361343384,0.0020975249353796244,0.13936355710029602,0.05302402377128601,0.9888184070587158
31,1653380374.0,825569500.0,0.4179196357727051,-0.5168513059616089,1.3975768089294434,0.0027635302394628525,0.1381233185529709,0.05064068362116814,0.9891157150268555
32,1653380374.0,841592600.0,0.4169309139251709,-0.5164867639541626,1.3983736038208008,0.0025823821779340506,0.13821236789226532,0.04824508726596832,0.9892235398292542
33,1653380374.0,858090900.0,0.4159870743751526,-0.5157857537269592,1.3989105224609375,0.0022017976734787226,0.14022210240364075,0.046070415526628494,0.989045262336731
34,1653380374.0,874347200.0,0.4160515367984772,-0.5151584148406982,1.3986295461654663,0.001832202193327248,0.14205768704414368,0.043710581958293915,0.9888911247253418
35,1653380374.0,891064700.0,0.41620489954948425,-0.5143066048622131,1.3981809616088867,0.0013322525192052126,0.14233528077602386,0.04112415760755539,0.9889629483222961
36,1653380374.0,907845400.0,0.41616809368133545,-0.5133779644966125,1.3981901407241821,0.0006975045544095337,0.1416155844926834,0.03840347006917,0.989176332950592
37,1653380374.0,923850400.0,0.41558632254600525,-0.5128712058067322,1.3986876010894775,-0.00031594684696756303,0.14132103323936462,0.036320965737104416,0.9892972707748413
38,1653380374.0,941851200.0,0.4151615798473358,-0.5115446448326111,1.398813247680664,-0.0012521494645625353,0.14167752861976624,0.03472789004445076,0.9893027544021606
39,1653380374.0,957867400.0,0.4148842692375183,-0.5105604529380798,1.3985711336135864,-0.0020787981338799,0.14200161397457123,0.033386457711458206,0.9893010854721069
40,1653380374.0,975217800.0,0.41419336199760437,-0.5097677707672119,1.398638367652893,-0.0033761104568839073,0.1431296467781067,0.03270389884710312,0.9891577363014221
41,1653380374.0,990218100.0,0.41338375210762024,-0.5080059766769409,1.3992919921875,-0.0038545718416571617,0.14563661813735962,0.032135654240846634,0.9888086318969727
42,1653380375.0,7640700.0,0.41407325863838196,-0.5068610906600952,1.3984416723251343,-0.0036481639835983515,0.14692212641239166,0.031087147071957588,0.9886527061462402
